event_name,description,label,series
95后国企干部为伪装贪腐借贷生活_最终事件描述,"该事件曝光后，舆论迅速聚焦于涉事95后干部（27岁任国企总经理）的年轻身份与贪腐金额（200余万）的强烈反差，呈现以下发展脉络：  
**初期（1-3小时）**，公众以震惊和质疑为主，嘲讽其“火箭晋升”与“贪得无厌”，代际对比（如同龄人自嘲“打螺丝”）凸显社会焦虑。  
**中期（4-12小时）**，讨论转向系统性腐败，质疑其“背锅”“替罪羊”身份，关联成都国企生态（如香投集团），推测背后存在权力网络，同时争议量刑标准（判5年罚30万）是否过轻。  
**后期（13-22小时）**，舆论持续发酵，焦点集中于晋升背景（“关系户”猜测）、贪腐手法（借贷伪装）及制度漏洞，情绪两极分化——既有讽刺（“4年赚200万值”），也有对国企用人机制的深层反思。整体呈现从个案猎奇到体制批判的升级，反映公众对年轻干部腐败的敏感与对系统性监督缺失的担忧。",1,"[0, 7, 8, 16, 14, 13, 2, 5, 2, 6, 7, 17, 26, 21, 33, 37, 28, 29, 25, 100, 68, 53, 25]"
24-5lululemon代工厂号称自家平替能以假乱真_最终事件描述,"**事件总述：**  
24-5 lululemon代工厂“平替”争议事件持续发酵，舆论呈现明显的两极分化与阶段性演变。初期（1-741小时），消费者对低价高仿需求激增，围绕“面料相同”“性价比”展开争论，同时质疑代工厂货源真实性及灰色产业链。中期（742-769小时），争议焦点转向技术壁垒与品牌溢价合理性，支持方以实测部分产品（如legging）接近正品为由推崇平替，反对方则强调剪裁、舒适度差异及知识产权风险。后期（770-1091小时），讨论趋于理性化，消费者分层明显：部分转向迪卡侬、MAIAACTIVE等替代品牌，另一部分坚持正品不可替代，但整体对品牌高溢价和品控问题（如起球、掉色）的批评加剧。事件折射出消费降级趋势下，实用主义与品牌价值的深层冲突，同时暴露仿制产业链泛滥与行业道德争议。最终，市场对高性价比产品的需求持续旺盛，而品牌信任度与溢价合理性成为长期争议焦点。（199字）",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 13, 12, 14, 9, 2, 4, 5, 2, 14, 24, 37, 21, 16, 16, 18, 33, 27, 19, 22, 29, 89, 55, 35, 24, 13, 9, 4, 5, 5, 3, 6, 2, 6, 5, 7, 5, 2, 2, 1, 1, 2, 0, 5, 4, 2, 4, 1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 3, 1, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
韩安冉离婚_最终事件描述,韩安冉离婚事件在曝光初期（1-8小时）引发舆论爆发式讨论，核心争议聚焦其“五离”记录的儿戏化婚姻态度、炒作嫌疑及对子女的负面影响，负面情绪占主导。随后（9-15小时），舆论转向对重组家庭教育问题的强烈谴责，尤其针对其女儿“小猪妹”的言行引导，封杀呼声高涨。中期（16-115小时），公众对频繁炒作的疲劳感加剧，质疑动机（如带货引流）和反感情绪升级，事件逐渐演变为对网红低质流量操作的批判。后期（116-184小时），舆论呈现两极分化：一方面持续抨击其无底线炒作，另一方面开始关注财产分配与子女权益，部分支持其争取女儿保障的行为。整体趋势显示，事件从婚姻争议逐步升级为社会对网红生态的反思，公众情绪从猎奇转向厌恶，最终聚焦于子女权益与流量经济的边界问题。（198字）,1,"[3, 81, 12, 11, 3, 1, 0, 9, 8, 37, 43, 20, 29, 55, 41, 38, 65, 46, 43, 22, 14, 3, 6, 2, 1, 5, 5, 1, 1, 2, 0, 2, 2, 3, 4, 3, 1, 1, 2, 1, 2, 1, 1, 4, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 3, 2, 2, 0, 0, 0, 6, 15, 20, 21, 10, 4, 4, 0, 2, 0, 0, 0, 0, 1, 4, 2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
液态大米_最终事件描述,"**液态大米事件总述**  
事件始于“液态大米”这一新奇表述引发的网络狂欢，初期讨论以幽默调侃为主（占比超60%），网友将其戏称为粥、米酒或衍生出“五粮液”等梗，同时伴随地域饮食文化科普（如熬粥方法）。随着话题破圈，娱乐化扩散加剧，出现猎奇创作（如“鸡童卵液”）和跨文化对比（中英文翻译梗），情绪整体轻松。  

中期焦点转向对术语包装的讽刺（如“高科技粥”），并衍生对食品营销的普遍吐槽，东北用户等地域性讨论升温。后期舆论意外转向综艺《向往的生活》，集中质疑黄磊厨艺（如豆角未熟、嘉宾硬夸），形成“赛毒药”“谋士入局”等黑色幽默梗，事件从饮食文化解构升级为对娱乐圈人设真实性的反思。  

全程呈现“新奇玩梗→文化讨论→营销批判→娱乐争议”的演变路径，最终以对综艺剧本的戏谑批判收尾，反映网络舆论从消解严肃到重构热点的典型轨迹。（198字）",0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0, 6, 0, 0, 3, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 12, 15, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
丈夫给足球打气递给妻子时突然爆炸_最终事件描述,"**事件总述**：  
该事件始于丈夫给足球打气时突然爆炸，导致妻子受伤。舆论发展呈现三阶段演变：  
1. **初期（1-482小时）**：情绪两极分化，戏谑表情（如[捂脸]）与严肃关切并存，话题迅速偏移至足球邀约、政治口号等，核心事件被分散。  
2. **中期（483-512小时）**：焦点转向事件戏剧性，丈夫打气过量（“足球变椭圆”）和爆炸后大笑行为引发黑色幽默调侃，同时隐含对其缺乏常识与同理心的批评；妻子头发被气浪掀飞的画面成为热议符号。  
3. **后期（513-515小时）**：舆论趋于理性化，安全警示（如充气规范、产品质量）和丈夫责任（“鲁莽”“微笑争议”）成为主导，部分质疑事件真实性，消防超话介入但讨论仍掺杂戏谑。  

**整体趋势**：从碎片化消解到集中批判，最终回归安全反思，但娱乐化表达始终伴随事件传播。",0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 15, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 2, 1, 3, 1, 5, 2, 0, 0, 1, 0, 3, 2, 0, 0, 0, 0, 11, 31, 10, 3]"
17岁未成年彝族女孩成代孕妈妈_最终事件描述,17岁未成年彝族女孩沦为代孕工具的事件在曝光后迅速引发舆论风暴。初期（第1小时）舆论以强烈愤慨为主，集中谴责代孕机构违法操作、质疑监管缺位，并揭露代孕产业低龄化趋势，反对合法化的声音占据主流。随着讨论深入（第2-3小时），焦点扩展至代孕黑产链条的系统性剥削，尤其关注少数民族、贫困地区女性的脆弱性，呼吁法律严惩与制度完善，同时关联地域乱象和阶层不平等问题。情绪从愤怒、震惊逐渐转向对结构性矛盾的反思，部分言论触及族群标签化争议。后期（第4小时）舆论持续发酵，要求“代孕入刑”的声浪高涨，并延伸至对同性婚姻、三胎政策等社会议题的讨论，同时伴随对热搜压制的担忧。整体呈现从个案谴责到社会问题批判的升级态势，核心诉求始终围绕未成年人保护与代孕产业根治。,0,"[4, 29, 95, 100, 26]"
单依纯口误(正向)_最终事件描述,单依纯口误事件整体呈现“娱乐化扩散—正向强化—形象升级”的演变轨迹。事件初期（1-539小时），舆论以对其唱功的赞誉为主，口误仅零星提及；540-561小时转向晚会表现对比，其“稳”“情感把控”获认可。562小时后，因将“WMA”误说为“TMEA”的片段被广泛传播，舆论迅速娱乐化，网友高频玩梗“小品女王”“可爱闯祸”，毛不易等嘉宾反应成热议焦点，相关剪辑推动事件破圈。563-585小时，调侃持续深化，衍生出“电子闯祸精”“00后职场”等标签，其自嘲反应和亲和力进一步消解争议，负面评价不足10%。586-588小时，事件升级为艺人形象加分项，“真实可爱”成为核心标签，甚至反向科普奖项名称。整体而言，该事件通过公众对年轻艺人真实性格的包容，将口误转化为强化其“反差萌”人设的契机，最终形成“包容-娱乐-赞赏”的三元舆论结构，巩固了单依纯的观众缘与话题度。（198字）,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 2, 1]"
女子一次次给骗子送钱一次次失败_最终事件描述,该事件舆情发展呈现明显的阶段性特征：初期（1-3小时）信息沉寂，仅官方账号互动；第4小时起关注度骤升，公众以震惊与无奈为主，高频词"警惕"反映反诈焦虑。中期（5-7小时）舆论两极分化：多数人批判受害者"又贪又蠢"，嘲讽其执迷不悟，同时诈骗案例分享激增，显示社会对骗术泛滥的深层忧虑；理性声音呼吁加强反诈宣传但占比有限。后期（8-10小时）情绪转向负面宣泄，浅层互动（如问候）与财富分配等衍生话题稀释核心讨论，但公众警惕性增强，部分结合亲身经历反思骗局套路。整体呈现"猎奇嘲讽→情绪宣泄→社会反思"的演变路径，暴露出公众对反诈教育缺失的集体焦虑，以及网络舆论从聚焦事件到泛化议题的传播特性。,0,"[0, 0, 0, 0, 19, 51, 44, 11, 6, 6]"
张庭女儿回应外貌争议_最终事件描述,张庭女儿回应外貌争议事件在12小时内呈现明显的舆论分化与焦点转移。初期（1-4小时），评论围绕其外貌两极分化，支持者强调自信与多元审美，反对者则关联父母传销争议进行道德评判。中期（5-9小时），争议升级为家庭背景的延伸讨论，负面评论增多，涉及基因缺陷、父母丑闻等攻击性内容，而支持声音则强化对未成年人的保护呼吁。后期（10-13小时），舆论场形成具象化攻击（如体态缺陷描述）与理性反思的对峙，约65%恶意评论持续关联"传销二代"等标签，但停止外貌羞辱的理性声音逐渐增强。整体趋势显示，事件从单纯容貌评价演变为对星二代社会资源、家庭原罪的公共讨论，情绪虽以负面为主，但社会对网络暴力边界的争议亦随之凸显。（198字）,1,"[2, 0, 1, 0, 50, 86, 42, 47, 36, 45, 43, 30, 21]"
脱粉回踩_最终事件描述,"**脱粉回踩事件整体描述**  

该事件始于粉丝对艺人（疑似韩团成员）在危机中（如地震、泰国安全问题）漠视粉丝权益的强烈不满，核心矛盾迅速从“消费者权利vs饭圈忠诚”升级为群体对立。前13小时，双方围绕“花钱回踩合理性”激烈争论，泰国粉丝安全成为焦点；14-20小时，舆论极端化，中韩粉丝对立激化，“中输养团”和经济回报争议加剧民族情绪，人身攻击频发。21-24小时，负面情绪主导，矛头指向艺人“起号逃责”、漠视安全（如“六逃一”行为），并扩散至追星女安全隐患（如人贩子风险）、经济损失（“还钱”诉求）等社会性批判。事件从具体行为争议演变为涉及道德谴责、民族情绪和饭圈文化反思的公共议题，理性讨论空间完全压缩，最终以集体愤怒与极端言论收尾。",1,"[4, 2, 0, 0, 0, 0, 0, 1, 0, 6, 4, 9, 7, 16, 11, 8, 32, 14, 14, 4, 39, 58, 38, 48]"
赵一博说交不到朋友不是性格问题_最终事件描述,赵一博关于“交不到朋友非性格问题”的言论事件呈现明显的阶段性演变。初期（1-3小时）言论因契合当代社交焦虑引发广泛共鸣，舆论以积极治愈为主，网友高度认同“缘分交友”“阶段性友谊”观点，节目热度同步攀升。中期（第4小时）舆论迅速分化：支持方延续共鸣，强调“同频共振”等观点；反对方则质疑其营销动机及艺人形象，粉黑对抗加剧，争议焦点转向言论是否被断章取义及身份争议。后期（第5小时）粉丝主导舆论走向，通过标签澄清事件背景、转移至新剧《淮水竹亭》宣传，反对声量减弱但持续存在“翻旧账”“人品”等质疑。整体事件从观点共鸣发展为粉黑博弈，最终以粉丝控场、话题商业价值释放收尾，反映出明星言论在社交媒体的快速发酵与饭圈化解读特征。（199字）,0,"[1, 0, 0, 33, 50, 16]"
